settlement_id,settlement_utr,payment_id,type,gross,fee,tax,net,settled_at
setl_VatOZ0BbacwNIz,AXISP146402280227,pay_4YKUvZAATTdgyS,payment,14252.01,256.54,46.18,13949.29,2024-01-12T17:05:17+05:30
setl_bLw83x6sbwsjKg,AXISP146402280227,pay_dlVr1hNjMdhcQ1,payment,23279.40,69.84,12.57,23196.99,2024-01-12T11:51:20+05:30
setl_WoZ95p4PPLXvhz,KKBK0694569801375,pay_Tx9ee6nFJHzT0G,payment,24589.63,73.77,13.28,24502.58,2024-01-13T16:09:36+05:30
setl_46f3KwOxBFK6gs,KKBK0694569801375,pay_2ahqI5UhcAQ9i1,payment,8459.09,169.18,30.45,8259.46,2024-01-13T13:03:36+05:30
setl_ZsgR0BAq19Thve,ICICR443425458760,pay_7c62TAr2tvkrEn,payment,13512.14,270.24,48.64,13193.26,2024-01-13T20:14:46+05:30
setl_xKNEOlsosEXywD,ICICR443425458760,pay_rNFWRt5A5Xt0O2,payment,6723.61,20.17,3.63,6699.81,2024-01-13T09:14:07+05:30
setl_3VABpAk7Ovyh20,ICICR443425458760,pay_rNFWRt5A5Xt0O2,refund,-3934.43,0.00,0.00,-3934.43,2024-01-13T21:31:38+05:30
setl_jH1oX4unT6cb6g,ICICR443425458760,pay_qn0zIuPzYAqdEn,payment,10000.74,30.00,5.40,9965.34,2024-01-13T14:50:31+05:30
setl_soVpqhWOiTqfeS,ICICR443425458760,pay_qn0zIuPzYAqdEn,chargeback,-10000.74,500.00,90.00,-10590.74,2024-01-13T20:46:26+05:30
setl_fKyZ1WAUsCg8Jx,ICICR443425458760,pay_qn0zIuPzYAqdEn,adjustment,-2.00,0.00,0.00,-2.00,2024-01-13T14:05:14+05:30
setl_qmIEE7oCDITT5A,HDFCR985996207469,pay_HpbEyxHgn8yowI,payment,12079.56,241.59,43.49,11794.48,2024-01-13T09:24:08+05:30
setl_je8tlRHudDjvIo,HDFCR985996207469,pay_hm1h2EMGi2zah9,payment,6948.67,20.85,3.75,6924.07,2024-01-13T18:00:59+05:30
setl_ADsVoyVRwZteLn,HDFCR985996207469,pay_1KsMzpHOejTrqg,payment,12069.69,241.39,43.45,11784.85,2024-01-13T10:40:53+05:30
setl_bSDLCkUOHgwMSR,HDFCR985996207469,pay_IEWQIAvbwCPTnI,payment,6142.98,122.86,22.11,5998.01,2024-01-13T10:55:54+05:30
setl_ZhBSt1r0OTuP33,HDFCR985996207469,pay_IEWQIAvbwCPTnI,chargeback,-6142.98,500.00,90.00,-6732.98,2024-01-13T10:57:37+05:30
setl_lUidRlitol2ksR,HDFCR948944311446,pay_PdlVjqkcLQzN06,payment,17060.30,51.18,9.21,16999.91,2024-01-14T12:05:31+05:30
setl_Qs82V3FAV7ybF5,HDFCR948944311446,pay_UqFnnq5GNDCuIO,payment,21279.44,425.59,76.61,20777.24,2024-01-14T22:38:44+05:30
setl_3YTAyeETKnLVwv,HDFCR948944311446,pay_JiPWdfXivyCOmk,payment,8474.10,152.53,27.46,8294.11,2024-01-14T21:00:39+05:30
setl_xDuHwW8GxPju5K,HDFCR948944311446,pay_OilnAvOArxYc7A,payment,16850.91,337.02,60.66,16453.23,2024-01-14T11:32:52+05:30
setl_YgFSuNsylUSUe4,SBIN0854339459654,pay_Ew3QpusYHlwbuN,payment,1821.19,5.46,0.98,1814.75,2024-01-14T09:50:12+05:30
setl_vBCUnRPpc07NIv,SBIN0854339459654,pay_HXRdJn5rQlFcyl,payment,12867.18,257.34,46.32,12563.52,2024-01-14T11:47:33+05:30
setl_CZB5lrHuCk4xO8,HDFCR564402128406,pay_KMJzVUrU9xHx6h,payment,1390.02,4.17,0.75,1385.10,2024-01-14T14:12:40+05:30
setl_4pSeUQzGDxW72H,HDFCR564402128406,pay_M9LT6upJDfwU2O,payment,9553.31,28.66,5.16,9519.49,2024-01-14T19:49:38+05:30
setl_OHbDTsyYVwSFOA,HDFCR564402128406,pay_M9LT6upJDfwU2O,refund,-9553.31,0.00,0.00,-9553.31,2024-01-14T09:06:09+05:30
setl_po0KjawF1GD38N,HDFCR564402128406,pay_gkzv4XngNe3Epq,payment,24469.07,489.38,88.09,23891.60,2024-01-14T17:54:32+05:30
setl_pQCcLIflZd3Gdo,HDFCR730428196192,pay_ExPenmjLThmEJN,payment,22180.03,66.54,11.98,22101.51,2024-01-15T17:48:37+05:30
setl_a3FElVPf1vQYmg,HDFCR730428196192,pay_WtNmhfmHnEJK1g,payment,4271.75,12.82,2.31,4256.62,2024-01-15T11:13:19+05:30
setl_RmSsxtXuImnF1g,HDFCR730428196192,pay_DQ5nPulykjPuGD,payment,13572.43,271.45,48.86,13252.12,2024-01-15T11:10:20+05:30
setl_4B2lDCuQRpUbhz,HDFCR730428196192,pay_6Wy7Rp9KddvHBr,payment,19857.84,357.44,64.34,19436.06,2024-01-15T14:51:31+05:30
setl_atj1KVHOmY53SJ,ICICR444411571078,pay_bFXWEJNTJ8WGX0,payment,23877.78,71.63,12.89,23793.26,2024-01-15T11:49:09+05:30
setl_LUtl9XwpgCaXy1,ICICR444411571078,pay_H6chve15Omk9o5,payment,7766.29,23.30,4.19,7738.80,2024-01-15T13:23:19+05:30
setl_qtWu3c24cxLGja,ICICR444411571078,pay_OoROY2a7T3c0ka,payment,18359.52,330.47,59.48,17969.57,2024-01-15T22:14:05+05:30
setl_3uxjT0UXNX8aNZ,ICICR444411571078,pay_D81HiLNtD3hOwM,payment,2931.90,8.80,1.58,2921.52,2024-01-15T11:10:25+05:30
setl_m0nbTvLj1GXwo6,ICICR958225941535,pay_9CqBUOFu9lv2VC,payment,24359.58,73.08,13.15,24273.35,2024-01-15T16:10:23+05:30
setl_o6iyTKPmiruNGG,ICICR958225941535,pay_1o5SH7Amd8yyGA,payment,7097.25,141.95,25.55,6929.75,2024-01-15T20:40:38+05:30
setl_pwaSEKnAq9ZELJ,ICICR958225941535,pay_hUCe84vq9x3gCK,payment,18532.45,55.60,10.01,18466.84,2024-01-15T17:33:55+05:30
setl_jI1OTUWkEfvHX7,KKBK0398923843493,pay_hVwP4AyUvW0JG6,payment,4284.60,85.69,15.42,4183.49,2024-01-17T13:53:19+05:30
setl_unZpj9bnRn2BYj,KKBK0398923843493,pay_tElxqRvX3U7ugK,payment,3943.01,78.86,14.19,3849.96,2024-01-17T12:15:01+05:30
setl_nqZCBKe9bBO3DR,KKBK0398923843493,pay_zIJz0KM38UR8Xq,payment,20419.95,408.40,73.51,19938.04,2024-01-17T09:43:22+05:30
setl_fzRQXxD0ltkApf,KKBK0398923843493,pay_6TSER69nCHPuJ2,payment,11730.06,234.60,42.23,11453.23,2024-01-17T12:25:12+05:30
setl_9NvUGbL8dxk7Ga,KKBK0398923843493,pay_6TSER69nCHPuJ2,refund,-3409.41,0.00,0.00,-3409.41,2024-01-17T14:19:01+05:30
setl_woYlzw45Y4R0gG,HDFCR405588454746,pay_EH8gQjxkB0VFYB,payment,8055.51,161.11,29.00,7865.40,2024-01-18T18:41:20+05:30
setl_F0FQcnClntSEJM,HDFCR405588454746,pay_GyHmtBm6AAfbgI,payment,23763.79,475.28,85.55,23202.96,2024-01-18T08:59:24+05:30
setl_T7SRrr1qVy2mf0,HDFCR072630365968,pay_9ZxZcipP2AJ1Mm,payment,14022.68,252.41,45.43,13724.84,2024-01-18T11:08:33+05:30
setl_i7dQzHMk5wigox,HDFCR072630365968,pay_gcyfReBwTBVPF8,payment,19819.48,59.46,10.70,19749.32,2024-01-18T17:03:52+05:30
setl_C7CuPiGpSJ6TWw,SBIN0800699740684,pay_O46NrMBUQLv9C5,payment,23033.39,69.10,12.44,22951.85,2024-01-18T15:35:55+05:30
setl_BuksXj2kh4zIMR,SBIN0800699740684,pay_BRxPqUIjyWmzD1,payment,18260.32,54.78,9.86,18195.68,2024-01-18T12:44:54+05:30
setl_k0lrG4E4dotBAc,SBIN0800699740684,pay_jBUixxkbQY5Kl3,payment,4904.68,98.09,17.66,4788.93,2024-01-18T19:48:42+05:30
setl_1aaY1MjM2C2Wgh,SBIN0800699740684,pay_b25aJsmDyRqxwF,payment,3515.68,10.55,1.90,3503.23,2024-01-18T19:08:12+05:30
setl_a3QrjdE3dUAP3B,ICICR907231557108,pay_XodetGDm9LlrP1,payment,3991.39,11.97,2.15,3977.27,2024-01-18T19:43:05+05:30
setl_lfyjubys7IoESA,ICICR907231557108,pay_L7JTtwYwsEHUok,payment,15311.56,306.23,55.12,14950.21,2024-01-18T21:10:31+05:30
setl_7RLiGEnE7NutML,ICICR907231557108,pay_XodetGDm9LlrP1,adjustment,-5.00,0.00,0.00,-5.00,2024-01-18T17:08:33+05:30
setl_ylVSwWDnawMIW7,KKBK0645264684250,pay_8dBzmuo2t48WIJ,payment,5524.30,16.57,2.98,5504.75,2024-01-18T15:20:38+05:30
setl_iZxbAulMVNuUcF,KKBK0645264684250,pay_O7LhTTmXrXAYaq,payment,8541.05,170.82,30.75,8339.48,2024-01-18T19:45:45+05:30
setl_VEPRIcKmKaRKw3,KKBK0645264684250,pay_igkSfwwfveydzW,payment,2829.23,50.93,9.17,2769.13,2024-01-18T10:25:13+05:30
setl_qxyZUpm3yOCB7P,KKBK0645264684250,pay_igkSfwwfveydzW,adjustment,2.00,0.00,0.00,2.00,2024-01-18T20:25:13+05:30
setl_aBT7gwO8TxrOsc,ICICR929643981332,pay_2mJUZP2YwdMJ2p,payment,4626.56,92.53,16.66,4517.37,2024-01-19T09:19:09+05:30
setl_kOxIjTvkyCvsYU,ICICR929643981332,pay_RDTjeQbEZz8Jcd,payment,11606.09,34.82,6.27,11565.00,2024-01-19T15:43:34+05:30
setl_nvzUgNCZ3laXFg,ICICR083087997897,pay_wCU1kcF1MLHZjX,payment,5923.10,17.77,3.20,5902.13,2024-01-19T10:58:04+05:30
setl_Q9x7VfpfpZNfxu,ICICR083087997897,pay_zZHfYbbhlWep6A,payment,13007.88,39.02,7.02,12961.84,2024-01-19T17:30:02+05:30
setl_KESY6hki8LbEXA,ICICR083087997897,pay_0nzah1W6BFCRy5,payment,23328.80,466.58,83.98,22778.24,2024-01-19T19:33:57+05:30
setl_tpDnPDnkIM1eP1,ICICR083087997897,pay_DrIAeq6wy442hk,payment,22945.39,68.84,12.39,22864.16,2024-01-19T10:55:48+05:30
setl_JpU0wnqdA1WbP5,ICICR083087997897,pay_wCU1kcF1MLHZjX,chargeback,-5923.10,500.00,90.00,-6513.10,2024-01-19T14:28:38+05:30
setl_HMdN52Ko5uol8l,HDFCR636667686963,pay_X3OUjLrVAbef3j,payment,20256.05,405.12,72.92,19778.01,2024-01-19T13:33:43+05:30
setl_C9KrJmdA8KDxhl,HDFCR636667686963,pay_PlMWXQlQSImCGh,payment,11219.19,224.38,40.39,10954.42,2024-01-19T13:48:51+05:30
setl_kkngotJLxngfSB,HDFCR636667686963,pay_rIqW5Qm3JauMrA,payment,1871.11,37.42,6.74,1826.95,2024-01-19T19:56:24+05:30
setl_pow9Dk0NLY08wV,HDFCR636667686963,pay_VmPB2vbFyBmieZ,payment,16095.17,48.29,8.69,16038.19,2024-01-19T09:45:58+05:30
setl_F3ykD0oLwWCCSS,SBIN0031934278352,pay_s1r4otGofdOW76,payment,10851.57,32.55,5.86,10813.16,2024-01-20T10:40:38+05:30
setl_exaCXQyHzG76vL,SBIN0031934278352,pay_s1r4otGofdOW76,refund,-5445.37,0.00,0.00,-5445.37,2024-01-20T19:53:47+05:30
setl_xv422esYIc80eu,SBIN0031934278352,pay_zFEXmLwsLzxxtm,payment,10695.73,32.09,5.78,10657.86,2024-01-20T12:59:32+05:30
setl_zmX2AJ9n9kcTWn,SBIN0031934278352,pay_SqbnGbzXCMrdGh,payment,4398.94,13.20,2.38,4383.36,2024-01-20T22:10:59+05:30
setl_YvTxD7JH3UNujQ,SBIN0031934278352,pay_SqbnGbzXCMrdGh,adjustment,5.00,0.00,0.00,5.00,2024-01-20T19:37:33+05:30
setl_o2E7Kz0rLkjuxf,HDFCR284873191987,pay_bDuFESz7s1gjnW,payment,10438.48,31.32,5.64,10401.52,2024-01-20T09:05:50+05:30
setl_FEnryukDC7sOYz,HDFCR284873191987,pay_Ef8YO9ali8wQZw,payment,6443.39,19.33,3.48,6420.58,2024-01-20T22:15:50+05:30
setl_u7At4JRaW7zE9j,HDFCR284873191987,pay_nCRcd2j9hSruto,payment,13124.07,262.48,47.25,12814.34,2024-01-20T22:08:15+05:30
setl_4LotKBsOco4pqG,HDFCR284873191987,pay_4SzVNSXxaDZFnu,payment,20926.80,376.68,67.80,20482.32,2024-01-20T08:14:52+05:30
setl_HIe820aoWX67hB,SBIN0983705466589,pay_36b1TVWVPEJHIW,payment,11627.07,34.88,6.28,11585.91,2024-01-20T09:32:49+05:30
setl_5WICtw3clJbPxv,SBIN0983705466589,pay_hPrfWvyl6S4M8V,payment,22572.40,67.72,12.19,22492.49,2024-01-20T19:53:00+05:30
setl_qu3lnXor0IH1YI,AXISP646936664761,pay_hiE9TvMcZttYs1,payment,21981.94,439.64,79.14,21463.16,2024-01-21T17:55:44+05:30
setl_XWlHdnPlGvzK4r,AXISP646936664761,pay_gz5t2fuTif6a3c,payment,23317.94,466.36,83.94,22767.64,2024-01-21T11:39:54+05:30
setl_1PE6BpAjWZUGmg,AXISP934081467947,pay_zlphlNhPic9UTQ,payment,210.92,3.80,0.68,206.44,2024-01-21T12:09:18+05:30
setl_MXGlEGjbVVAvDl,AXISP934081467947,pay_DVeCsnm107qDBi,payment,18024.12,360.48,64.89,17598.75,2024-01-21T19:19:46+05:30
setl_N33f5LfpLU6oDr,AXISP934081467947,pay_qmy0LIfDmpcuDo,payment,10684.73,213.69,38.46,10432.58,2024-01-21T10:42:48+05:30
setl_d3DaxHQ3gVnjgo,AXISP934081467947,pay_E9X3gFoJaR5UIk,payment,416.61,7.50,1.35,407.76,2024-01-21T21:10:17+05:30
setl_vHquilA0mXnNGM,HDFCR868692624239,pay_nBkZBtL5XZmsVC,payment,22499.25,449.99,81.00,21968.26,2024-01-21T09:27:46+05:30
setl_HrGVjZrMcxcAbL,HDFCR868692624239,pay_tkr0bVWWQ1SfkU,payment,3512.02,70.24,12.64,3429.14,2024-01-21T08:42:16+05:30
setl_34TqT7NHD2pmSl,HDFCR868692624239,pay_vwFGzIojqotPwY,payment,16000.09,48.00,8.64,15943.45,2024-01-21T18:04:25+05:30
setl_RMskJPTzjpASwS,HDFCR868692624239,pay_nBkZBtL5XZmsVC,adjustment,-2.00,0.00,0.00,-2.00,2024-01-21T16:27:13+05:30
setl_LRPvrN9smn8ZmG,ICICR593311846650,pay_2Ys8yvUU1czoPv,payment,10713.35,32.14,5.79,10675.42,2024-01-21T17:20:56+05:30
setl_KuzIZGaQuNETZK,ICICR593311846650,pay_YXfSCC2hc8ofQE,payment,16705.75,334.12,60.14,16311.49,2024-01-21T19:58:26+05:30
setl_uEyAXcRhhWbcl9,ICICR593311846650,pay_Lv2eLY1NJgsoGv,payment,9113.30,27.34,4.92,9081.04,2024-01-21T16:56:13+05:30
setl_gwQbYF9KerJ5SC,ICICR215072283190,pay_6n7VpvdAIBgMEV,payment,19260.45,57.78,10.40,19192.27,2024-01-22T12:37:51+05:30
setl_7dMbIjNCz3NknI,ICICR215072283190,pay_MVJxWsILLTQ8C3,payment,24174.44,483.49,87.03,23603.92,2024-01-22T19:14:33+05:30
setl_h0WyjKV0q30ZkU,HDFCR957181375021,pay_3UZ8Z373hiRLvI,payment,21969.12,65.91,11.86,21891.35,2024-01-22T08:00:42+05:30
setl_d62TVziibXUEMD,HDFCR957181375021,pay_4y9h8ymflLZZb6,payment,18363.68,367.27,66.11,17930.30,2024-01-22T14:59:03+05:30
setl_B3HtKTkJc1scYA,HDFCR957181375021,pay_LVqyGHemmo67tS,payment,23865.49,477.31,85.92,23302.26,2024-01-22T12:03:15+05:30
setl_BTERHNy5hDd1E3,HDFCR957181375021,pay_yH54TEF4eZN23K,payment,10641.04,212.82,38.31,10389.91,2024-01-22T16:49:51+05:30
setl_waHf0lNuj9QOau,HDFCR957181375021,pay_3UZ8Z373hiRLvI,chargeback,-21969.12,500.00,90.00,-22559.12,2024-01-22T15:59:06+05:30
setl_vMF7UcOf5oHBDH,SBIN0574751590785,pay_Vk8iJ8U7IHQoMH,payment,3206.06,9.62,1.73,3194.71,2024-01-22T18:11:01+05:30
setl_hrHWvxp5yKmvYs,SBIN0574751590785,pay_W7dM8EGxjM4FSj,payment,19108.52,57.33,10.32,19040.87,2024-01-22T18:15:40+05:30
setl_x0uLUVrqatM23Z,SBIN0574751590785,pay_0WZn6H3JgzqQ4l,payment,22493.18,449.86,80.97,21962.35,2024-01-22T09:59:53+05:30
setl_6hKDdTiDqi0G1v,SBIN0574751590785,pay_kmZuoXfwyfsgZm,payment,20333.71,406.67,73.20,19853.84,2024-01-22T10:56:08+05:30
setl_i22ZX1eavcmNIl,SBIN0609841748311,pay_KzUHr1iRF83rNT,payment,13758.63,275.17,49.53,13433.93,2024-01-23T09:18:19+05:30
setl_GMxMSi7Q6A3WSs,SBIN0609841748311,pay_KzUHr1iRF83rNT,refund,-4316.70,0.00,0.00,-4316.70,2024-01-23T14:09:47+05:30
setl_UwMDx16uMFWPC3,SBIN0609841748311,pay_9R4r6enYRYgiZh,payment,15513.48,310.27,55.85,15147.36,2024-01-23T16:15:46+05:30
setl_gd1S7OkCnBSnIK,SBIN0609841748311,pay_9R4r6enYRYgiZh,refund,-15513.48,0.00,0.00,-15513.48,2024-01-23T10:53:59+05:30
setl_Sh3L0KaJBkuPKV,SBIN0609841748311,pay_JJMT27TXOKNoIo,payment,7774.79,23.32,4.20,7747.27,2024-01-23T22:31:46+05:30
setl_gE3uJI4pjYUgXy,SBIN0609841748311,pay_JJMT27TXOKNoIo,refund,-7774.79,0.00,0.00,-7774.79,2024-01-23T20:46:55+05:30
setl_qIL62GFJvnTRxF,SBIN0609841748311,pay_KzUHr1iRF83rNT,adjustment,-5.00,0.00,0.00,-5.00,2024-01-23T10:15:40+05:30
setl_yNThj157zUihVP,KKBK0653954607867,pay_rs5OY1JgeZknT3,payment,1846.08,5.54,1.00,1839.54,2024-01-23T09:07:24+05:30
setl_0KRw7S0eUOXnPK,KKBK0653954607867,pay_cMbivUGBp5Unsl,payment,5581.72,111.63,20.09,5450.00,2024-01-23T10:49:44+05:30
setl_NnSrphM4zE4Nw3,HDFCR484837332964,pay_l5IHyVi0qeUjiD,payment,5126.55,15.38,2.77,5108.40,2024-01-23T12:39:04+05:30
setl_FzgdSu8Yr87Emy,HDFCR484837332964,pay_9xAkpDgZpAgIVX,payment,24901.54,498.03,89.65,24313.86,2024-01-23T09:45:12+05:30
setl_lGGwAApbhamP2m,HDFCR484837332964,pay_9xAkpDgZpAgIVX,chargeback,-24901.54,500.00,90.00,-25491.54,2024-01-23T14:10:52+05:30
setl_LFYsZY5yL9NOmK,AXISP800785553136,pay_jvdoi0bdqzg7Mb,payment,16659.79,49.98,9.00,16600.81,2024-01-23T18:07:52+05:30
setl_bXMf566XoQUJK2,AXISP800785553136,pay_g47jE7EJpZVBnQ,payment,23493.06,469.86,84.57,22938.63,2024-01-23T20:37:28+05:30
setl_fOfj3PKXLA4jTy,AXISP800785553136,pay_BbZFKrPbYeHyqH,payment,4845.80,14.54,2.62,4828.64,2024-01-23T18:59:54+05:30
setl_uxj5JpNrHa77Wq,SBIN0879635262183,pay_qXWAvc3Nkr3QIu,payment,9769.10,195.38,35.17,9538.55,2024-01-23T14:34:44+05:30
setl_rsihgtblrbJydU,SBIN0879635262183,pay_iqD9UBJAMdsnZK,payment,1873.35,37.47,6.74,1829.14,2024-01-23T15:57:58+05:30
setl_KJHcH4ayZjqBz0,SBIN0879635262183,pay_qXWAvc3Nkr3QIu,adjustment,2.00,0.00,0.00,2.00,2024-01-23T09:50:14+05:30
setl_IyAp8OgJuLxabO,ICICR588986609821,pay_6HMHXp8yMB5xt3,payment,16697.35,333.95,60.11,16303.29,2024-01-24T17:19:51+05:30
setl_zRdyuLodRPjlks,ICICR588986609821,pay_pc59Qq31MAzuBk,payment,22394.61,403.10,72.56,21918.95,2024-01-24T20:51:28+05:30
setl_kYeT5dGoVDovKx,ICICR588986609821,pay_DyVMygkRgx8F7H,payment,20214.07,404.28,72.77,19737.02,2024-01-24T20:34:03+05:30
setl_ymPNQkklZHQY3v,ICICR588986609821,pay_NwqFthIUF2wU6c,payment,14844.92,267.21,48.10,14529.61,2024-01-24T08:41:34+05:30
setl_LxpcuNcLXoSFiM,ICICR588986609821,pay_6HMHXp8yMB5xt3,chargeback,-16697.35,500.00,90.00,-17287.35,2024-01-24T11:21:54+05:30
setl_9GW2VLs9DRZg0Q,ICICR931160790534,pay_SyDr40vkp47qAZ,payment,4505.23,13.52,2.43,4489.28,2024-01-24T12:24:14+05:30
setl_S3rtp6KUWrWVIi,ICICR931160790534,pay_OEyY6J8GFdJ5kh,payment,4878.22,87.81,15.81,4774.60,2024-01-24T13:19:26+05:30
setl_VAHsiHJMjLWGHI,HDFCR377500166264,pay_U4aYruUxZu3cA3,payment,858.90,2.58,0.46,855.86,2024-01-24T16:57:40+05:30
setl_qkLDFedR92Sw4g,HDFCR377500166264,pay_2Vw0NJZla8Ia63,payment,3798.01,11.39,2.05,3784.57,2024-01-24T16:22:43+05:30
setl_5XxDdvIR6fJ8L0,SBIN0425316553290,pay_0i0wZSbTdy53z6,payment,21364.68,64.09,11.54,21289.05,2024-01-24T22:51:06+05:30
setl_T7XFiDXYf3Sepc,SBIN0425316553290,pay_AUcw61BYicCYKQ,payment,3764.38,11.29,2.03,3751.06,2024-01-24T13:49:35+05:30
setl_Y5RyBue7jJTac6,SBIN0425316553290,pay_lDs8WTBG2p2jGz,payment,17064.86,51.19,9.21,17004.46,2024-01-24T22:49:20+05:30
setl_Mtb9go69CFyLQi,SBIN0425316553290,pay_AUcw61BYicCYKQ,chargeback,-3764.38,500.00,90.00,-4354.38,2024-01-24T20:18:45+05:30
setl_VR0CI5RKwboUea,HDFCR321230713758,pay_bSwoY5RfkafiBt,payment,7580.10,22.74,4.09,7553.27,2024-01-25T14:18:43+05:30
setl_HexBqW39FRh3nm,HDFCR321230713758,pay_aQJav62AFRVdHM,payment,12903.30,258.07,46.45,12598.78,2024-01-25T21:18:19+05:30
setl_a2hxBXMa3u84u2,ICICR080098557410,pay_x0junNZenxp3lg,payment,16618.11,49.85,8.97,16559.29,2024-01-25T17:35:50+05:30
setl_C8kQxGRUV4DVR1,ICICR080098557410,pay_GeCCbKaBfvkSIl,payment,19342.00,58.03,10.45,19273.52,2024-01-25T09:35:24+05:30
setl_Xr7tdfFkUkdIMH,ICICR080098557410,pay_GeCCbKaBfvkSIl,adjustment,-2.00,0.00,0.00,-2.00,2024-01-25T18:59:53+05:30
setl_pmQZvXoZCw3fHi,ICICR194634144087,pay_fr9OT51Ue87JSR,payment,6671.60,20.01,3.60,6647.99,2024-01-25T09:43:01+05:30
setl_JXwdKWWsc7ymsV,ICICR194634144087,pay_2QUDxL1jUGhWq0,payment,3910.56,11.73,2.11,3896.72,2024-01-25T19:14:36+05:30
setl_Ciki2hsjnziZvO,ICICR194634144087,pay_2QUDxL1jUGhWq0,adjustment,-2.00,0.00,0.00,-2.00,2024-01-25T19:20:17+05:30
setl_Eb8q1WyQPEXySS,HDFCR315159378821,pay_7HE96MT5jotYfL,payment,21676.76,433.54,78.04,21165.18,2024-01-26T12:46:49+05:30
setl_wS9qx5r97OKp36,HDFCR315159378821,pay_wowD1y5KF7dmre,payment,14222.03,256.00,46.08,13919.95,2024-01-26T21:07:19+05:30
setl_QzvUj4CiAQzmar,HDFCR117096455686,pay_nVo7QbHQh6Y5ih,payment,19142.02,382.84,68.91,18690.27,2024-01-26T08:41:52+05:30
setl_LlT1WvS7v3Onok,HDFCR117096455686,pay_Y5d5wOOcbj1lht,payment,15128.27,302.57,54.46,14771.24,2024-01-26T18:44:49+05:30
setl_YoM3Lkr0QZWnvi,HDFCR117096455686,pay_Y5d5wOOcbj1lht,refund,-15128.27,0.00,0.00,-15128.27,2024-01-26T14:27:05+05:30
setl_8788ikSbgLpjIP,HDFCR117096455686,pay_fd8clLWhFj0xgE,payment,1607.87,4.82,0.87,1602.18,2024-01-26T19:36:09+05:30
setl_JSOxtrDwpekMef,HDFCR117096455686,pay_7zxYM9nO3p3XDX,payment,7873.07,23.62,4.25,7845.20,2024-01-26T19:17:04+05:30
setl_vAb5fSKntHwlDa,HDFCR117096455686,pay_7zxYM9nO3p3XDX,chargeback,-7873.07,500.00,90.00,-8463.07,2024-01-26T10:01:16+05:30
setl_e1EiPjempS4MCJ,HDFCR117096455686,pay_Y5d5wOOcbj1lht,adjustment,-5.00,0.00,0.00,-5.00,2024-01-26T15:25:02+05:30
setl_vYqrNXradi8CsH,KKBK0393446753040,pay_EeLViOPb7R7HDH,payment,18032.93,54.10,9.74,17969.09,2024-01-26T20:27:31+05:30
setl_JK52fYxvQc1czv,KKBK0393446753040,pay_EeLViOPb7R7HDH,refund,-6498.44,0.00,0.00,-6498.44,2024-01-26T19:14:30+05:30
setl_6snRWXshJLpLZ6,KKBK0393446753040,pay_8JM7BgNOiRnmRK,payment,24848.71,496.97,89.45,24262.29,2024-01-26T12:17:37+05:30
setl_pcrAs5jLJZiTwi,ICICR808865457848,pay_ZRknKFhSSnJYN2,payment,22204.67,444.09,79.94,21680.64,2024-01-27T09:13:46+05:30
setl_sPSzTPOWHbI36t,ICICR808865457848,pay_1GKlKM07IAX5L6,payment,14130.38,282.61,50.87,13796.90,2024-01-27T19:57:09+05:30
setl_2onpDeQPAC5a1i,ICICR808865457848,pay_Kd2OO8BrClcmtj,payment,11918.36,35.76,6.44,11876.16,2024-01-27T15:39:39+05:30
setl_NQtqgWL15dwHH5,HDFCR341018375124,pay_ne44TIqEonS6ih,payment,11809.91,236.20,42.52,11531.19,2024-01-27T10:50:43+05:30
setl_jF5ltc7WvyHS4S,HDFCR341018375124,pay_ne44TIqEonS6ih,refund,-4578.28,0.00,0.00,-4578.28,2024-01-27T10:15:31+05:30
setl_ypnCkwrixxtYKO,HDFCR341018375124,pay_VelifcG7cR8IYU,payment,8019.62,24.06,4.33,7991.23,2024-01-27T21:12:58+05:30
setl_jwjz2vfYiOJ5jr,HDFCR341018375124,pay_Ymrs2Zs0EL5aCX,payment,213.23,4.26,0.77,208.20,2024-01-27T09:20:59+05:30
setl_eUF4gxjAzEy3gK,HDFCR341018375124,pay_jtURyBCSjzZSP7,payment,17368.15,52.10,9.38,17306.67,2024-01-27T16:20:16+05:30
setl_UZPcyJF5BGptuT,HDFCR341018375124,pay_Ymrs2Zs0EL5aCX,adjustment,2.00,0.00,0.00,2.00,2024-01-27T14:40:25+05:30
setl_AzTURdvmkuHlft,SBIN0563937606335,pay_SnOgi5YllbQckp,payment,5130.81,102.62,18.47,5009.72,2024-01-28T08:20:51+05:30
setl_kCpI7g8lPXmnLg,SBIN0563937606335,pay_3IawQ50MOJLdyR,payment,10395.50,207.91,37.42,10150.17,2024-01-28T16:54:32+05:30
setl_ETbSTRxRYHVLvZ,SBIN0563937606335,pay_lTTdDRV6b7DxOA,payment,9537.09,28.61,5.15,9503.33,2024-01-28T10:20:28+05:30
setl_mTHH9sKbraLPFy,SBIN0276983513963,pay_MaBsi1bqDVzK9d,payment,11593.26,231.87,41.74,11319.65,2024-01-28T08:20:10+05:30
setl_VzK1KNb8wsIVlB,SBIN0276983513963,pay_iCyrLd0lHpGVa2,payment,1466.97,4.40,0.79,1461.78,2024-01-28T16:42:54+05:30
setl_i5Vl1hao5OsXqt,SBIN0276983513963,pay_JFDSbhDzNchUA3,payment,12489.21,37.47,6.74,12445.00,2024-01-28T22:24:19+05:30
