order_id,payment_id,amount,currency,status,captured_at,customer_ref,method
order_cDgcyfReBwTBVP,pay_SRrr1qVy2mf0mG,10908.35,INR,captured,2024-01-25T16:49:12+05:30,cust_77001821,wallet
order_HwiNk792wbXiCS,pay_46NrMBUQLv9C5j,980.19,INR,captured,2024-01-27T16:54:14+05:30,cust_91624844,card
order_BRxPqUIjyWmzD1,pay_igOsZWMdnIjxGl,13022.27,INR,captured,2024-01-27T10:48:59+05:30,cust_46756000,upi
order_64gc2DDVK9wBJB,pay_Xj2kh4zIMRr0ph,12302.62,INR,captured,2024-01-27T08:31:42+05:30,cust_58980133,upi
order_Ii8MTbx4xcPRuX,pay_G4E4dotBAcUVCe,21684.51,INR,captured,2024-01-27T21:50:27+05:30,cust_43975429,upi
order_odetGDm9LlrP1d,pay_2C2WghRmUff6aX,24592.51,INR,partially_refunded,2024-01-27T10:32:00+05:30,cust_09285117,card
order_uX6z1CjTx62Wx1,pay_TtwYwsEHUokQz2,2913.15,INR,captured,2024-01-27T10:25:23+05:30,cust_07615103,card
order_vxQhJDbwp6Q43N,pay_LiGEnE7NutMLLG,13709.45,INR,partially_refunded,2024-01-27T22:30:50+05:30,cust_23769975,card
order_msbNAwW9BxjBt6,pay_Yl5Lsd2GFpxR0s,22644.47,INR,captured,2024-01-27T15:17:12+05:30,cust_74119185,upi
order_mjV1odQbNRDcV6,pay_SfwwfveydzWRHf,22077.00,INR,captured,2024-01-28T21:08:32+05:30,cust_33635207,upi
order_gyg5mVTsQnKsCO,pay_yZUpm3yOCB7PVm,23481.34,INR,captured,2024-01-28T11:36:56+05:30,cust_82532134,upi
order_84hN7X25kgSC2R,pay_gwO8TxrOschiC5,23978.29,INR,captured,2024-01-29T12:17:01+05:30,cust_74710604,wallet
order_IjTvkyCvsYUEHw,pay_ZA7Eo0cwLCDkOx,2000.65,INR,captured,2024-01-29T14:05:38+05:30,cust_21964568,netbanking
order_JUQ9oNjRUS38XE,pay_a5PkoSuhTXIyOy,21942.29,INR,captured,2024-01-29T22:04:44+05:30,cust_92485080,upi
order_cEbtbR1xHgQMv8,pay_EbcE4DHfSS5CUo,19833.00,INR,failed,2024-01-19T08:20:19+05:30,cust_57460656,upi
order_BFCRy5OdKRE3sk,pay_rugjZmEaWY4Vcl,14413.58,INR,failed,2024-01-17T21:43:37+05:30,cust_82479117,wallet
order_bEXAR3wHzcBRef,pay_2PDFp5ibflmOHI,20193.72,INR,failed,2024-01-19T09:50:42+05:30,cust_14521170,upi
order_aGqGsYtpDnPDnk,pay_IM1eP1jVD9ekMz,15321.74,INR,failed,2024-01-26T11:52:16+05:30,cust_47033173,upi
order_1UhMX3OUjLrVAb,pay_ef3jNwyCY4sHut,19859.53,INR,failed,2024-01-27T16:31:24+05:30,cust_78556571,upi
order_EvGNpqqrFt44Jv,pay_sZGzqAOV3iVsQw,22915.67,INR,failed,2024-01-23T16:20:13+05:30,cust_75178627,netbanking
